Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Job State,Job Simplified,Seniority,Vader
 Strong written and oral communication skills
 Ownership over your own work and a commitment to every part of a task, from big picture to small details
 An attitude that is humble, detail oriented, and committed to quality
 Experience working with public safety data systems a plus
 
 What you can expect from us:
 Constant collaboration with numerous Mark43 teams, including Global Services, Engineering, and Product
 Building mission critical and socially responsible software to enable first responders to better serve their communities
 A team that respects and embraces your ideas and expertise
 Coworkers that are motivated by pursuing excellence, rather than the prospect of personal gain
 A workplace dedicated to supporting and bettering public safety and government agencies
 We feel passionately about equal pay for equal work, and transparency in compensation is one vehicle to achieve that. Total compensation for this role is market competitive, including a target base annual salary range of $80,000 - $100,000, plus bonus opportunity, company stock options, and a full benefits package, including health insurance, paid time off, and a 401k with a company match. Please note that the higher end of this range will be reserved for candidates with appropriate experience who reside in high cost of living areas.
 Show Less
 Report",3.7,Mark43,"Denver, CO",51 - 200,Enterprise Software & Network Solutions,Information Technology,5 - 25,CO,data scientist,,0.47

SQL Server Data Engineer,98843,"Dallas, Texas | Contract
 
 Skills:
 SSIS and SSRS expertise with SQL Server database.
 Must have experience in modifying existing SSIS packages, creating and updating stored procedures and they will participate in data modelling and design discussion.
 Estimate their work to complete tasks and modify the estimates to fit client estimation rules.
 Need to create or modify existing SSRS reports also according to the features in the sprint backlogs or Kanban boards.
 Show Less
 Report",4.1,Anblicks,"Dallas, TX",201 - 500,Information Technology Support Services,Information Technology,5 - 25,TX,data engineer,,0.19

Data Engineer,85515,"Are you passionate about data and innovation? Do you want to join a fast-growing food manufacturer that values quality, teamwork, and community? If so, Monogram Foods is looking for you!
 We are seeking a data engineer who can build data processing pipelines and analytics solutions using Azure cloud tools. You will be part of our IT team that supports our co-manufacturing, private label, and foodservice channels throughout the United States.
 As a data engineer at Monogram Foods, you will:
 Ingest data from various sources using Azure Data Factory.
 Transform data visually with data flows or by using compute services such as Azure HDInsight Hadoop, Azure Databricks, and Azure SQL Database.
 Detect and extract changed data in SQL stores using native change data capture capabilities.
 Provide efficient databases for enhanced performance and security.
 Create models and leverage statistical methods and machine learning to gain insights that can assist the business in better supporting our customers.
